Name,Address,Price,Apartment Units,Distance,Info,Rating,Tags
Millennium Santa Monica,"2929 Pennsylvania Ave, Santa Monica, California(CA) 90404","2,696","[{'bedroom': 'Studio', 'price': '2,696'}, {'bedroom': '1', 'price': '3,444'}, {'bedroom': '2', 'price': '3,987'}, {'bedroom': '3', 'price': '6,407'}]",16.89km,"{'walking': '232', 'cycling': '69', 'transit': '47', 'driving': '21'}",3.4(27),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', '0 service fee', 'Package collection', 'With gym ', 'Pets allowed', 'Free shuttle transfer']"
Talaria Burbank,"3425 W. Olive Ave., Los Angeles, California(CA) 91505","3,700","[{'bedroom': '1', 'price': '3,700'}, {'bedroom': 'Studio', 'price': '3,800'}, {'bedroom': '2', 'price': '4,576'}, {'bedroom': '3', 'price': '5,890'}]",15.47km,"{'walking': '268', 'cycling': '78', 'transit': '76', 'driving': '27'}",2.2(73),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee', 'With gym']"
Fitz on Fairfax,"1250 N Fairfax Avenue, West Hollywood, California(CA) 90069","4,790","[{'bedroom': '1', 'price': '4,790'}, {'bedroom': '2', 'price': '5,850'}, {'bedroom': '3', 'price': '7,395'}]",10.58km,"{'walking': '175', 'cycling': '49', 'transit': '88', 'driving': '31'}",4.4(59),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee']"
CC Tan Center,"521 W Colorado St, Los Angeles, California(CA) 91204","1,925","[{'bedroom': '1', 'price': '1,925'}, {'bedroom': '2', 'price': '2,375'}]",13.5km,"{'walking': '194', 'cycling': '54', 'transit': '74', 'driving': '25'}",2.1(91),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', '0 service fee', 'With gym', 'Pets allowed' ']"
Broadcast Center,"7660 Beverly Blvd, Los Angeles, California(CA) 90036","2,800","[{'bedroom': '1', 'price': '2,800'}, {'bedroom': '2', 'price': '3,620'}]",8.89km,"{'walking': '154', 'cycling': '44', 'transit': '59', 'driving': '26'}",4.4(77),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', '0 service fee', 'With gym', 'Pets allowed' ']"
Vica,"3400 Sunset, Los Angeles, California(CA) 90026","3,250","[{'bedroom': 'Studio', 'price': '3,250'}, {'bedroom': '1', 'price': '3,999'}, {'bedroom': '2', 'price': '4,999'}, {'bedroom': '3', 'price': '10,560'}]",7.3km,"{'walking': '100', 'cycling': '30', 'transit': '34', 'driving': '18'}",3.2(59),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator', 'Pets allowed']"
Villas at Playa Vista- Malibu,"12855 Runway Road, Malibu, California(CA) 90094","4,105","[{'bedroom': '1', 'price': '4,105'}, {'bedroom': '2', 'price': '5,015'}]",13.43km,"{'walking': '196', 'cycling': '69', 'transit': '81', 'driving': '24'}",2.8(29),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee', 'With gym']"
Villas at Playa Vista - Montecito,"12855 W Runway Rd, Santa Monica, California(CA) 90094","3,625","[{'bedroom': '1', 'price': '3,625'}, {'bedroom': '2', 'price': '4,575'}]",13.43km,"{'walking': '196', 'cycling': '69', 'transit': '81', 'driving': '24'}",3.6(90),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', '0 service fee', 'Package collection', 'With gym ', 'Pets allowed']"
The Avenue,"1619 North La Brea Avenue, Los Angeles, California(CA) 90028","3,450","[{'bedroom': '1', 'price': '3,450'}, {'bedroom': '2', 'price': '3,770'}, {'bedroom': '3', 'price': '8,000'}]",10.33km,"{'walking': '170', 'cycling': '48', 'transit': '51', 'driving': '31'}",4.5(76),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', '0 service fee', 'With gym', 'Pets allowed' ']"
Paramount,"5639 Lexington Ave, Los Angeles, California(CA) 90038","1,127","[{'bedroom': 'Single', 'price': '1,127'}, {'bedroom': '1', 'price': '2,162'}, {'bedroom': '2', 'price': '2,756'}]",8.27km,"{'walking': None, 'cycling': None, 'transit': None, 'driving': None}",3.9(27),"['With window view', 'Free service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee', 'With elevator', 'Available for short-term rental ']"
1638 N Soto St,"1638 North Soto Street, Los Angeles, California(CA) 90033","1,185","[{'bedroom': 'Single', 'price': '1,185'}]",9.25km,"{'walking': '155', 'cycling': '43', 'transit': '63', 'driving': '25'}",3.8(76),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee', 'With indoor washing and drying', 'With furniture', 'walk to school']"
Fountain,"5460 Fountain Ave, Los Angeles, California(CA) 90029","1,239","[{'bedroom': 'Single', 'price': '1,239'}]",8.34km,"{'walking': '139', 'cycling': '39', 'transit': '52', 'driving': '27'}",2.5(37),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', '0 service fee', 'With elevator']"
Midvale Apartments,"527 Midvale Ave. Westwood, Los Angeles, California(CA) 90024","1,423","[{'bedroom': '2', 'price': '1,423'}, {'bedroom': 'Studio', 'price': '2,725'}, {'bedroom': '1', 'price': '3,336'}]",16.25km,"{'walking': '228', 'cycling': '66', 'transit': '82', 'driving': '23'}",4.1(17),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', '0 service fee', 'With elevator', 'With gym' , 'Collect parcels']"
10630 Wilkins Ave,"10630 Wilkins Ave, Los Angeles, California(CA) 90024","1,145","[{'bedroom': 'Single', 'price': '1,145'}]",14.31km,"{'walking': '200', 'cycling': '62', 'transit': '60', 'driving': '22'}",4.4(74),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', '0 service fee', 'Near bus', 'Walking to school' ']"
888 Hilgard,"888 Hilgard Avenue, Los Angeles, California(CA) 90024","4,869","[{'bedroom': '1', 'price': '4,869'}, {'bedroom': '2', 'price': '6,913'}]",15.08km,"{'walking': '215', 'cycling': '65', 'transit': '57', 'driving': '23'}",4.5(99),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee', 'With air conditioning', 'With furniture' ]"
2300 Wilshire,"2300 Wilshire Blvd, Santa Monica, California(CA) 90403","4,780","[{'bedroom': '2', 'price': '4,780'}]",18.23km,"{'walking': '249', 'cycling': '75', 'transit': '58', 'driving': '24'}",4.1(2),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee', 'Pets allowed']"
Forty55 Lofts,"4055 Redwood Ave, Los Angeles, California(CA) 90066","2,985","[{'bedroom': '1', 'price': '2,985'}, {'bedroom': '2', 'price': '4,142'}]",15.07km,"{'walking': '210', 'cycling': '62', 'transit': '60', 'driving': '26'}",3.9(42),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', '0 service fee', 'Package collection', 'With gym ']"
Avana on Pine,"245 Pine Ave #100, Long Beach, California(CA) 90802","2,098","[{'bedroom': '1', 'price': '1,988'}, {'bedroom': '2', 'price': '2,520'}]",29.3km,"{'walking': '421', 'cycling': '123', 'transit': '73', 'driving': '31'}",4.2(22),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', '0 service fee', 'With gym', 'Pets allowed' ']"
Aston at Gateway,"10568 Gateway Promenade, El Monte, California(CA) 91731","2,295","[{'bedroom': 'Studio', 'price': '2,295'}, {'bedroom': '1', 'price': '2,605'}, {'bedroom': '2', 'price': '3,340'}]",23.1km,"{'walking': '372', 'cycling': '103', 'transit': '52', 'driving': '35'}",2.3(6),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee', 'With indoor washing and drying', 'With gym', 'furnished']"
Arista Glendale,"520 N. Central Ave, Glendale, California(CA) 91203","4,895","[{'bedroom': '2', 'price': '4,895'}]",14.84km,"{'walking': '203', 'cycling': '59', 'transit': '59', 'driving': '26'}",4.7(11),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee']"
1913 Overland Ave,"1913 Overland Ave, Santa Monica, California(CA) 90025",725,"[{'bedroom': 'Single', 'price': '725'}, {'bedroom': '2', 'price': '1,550'}, {'bedroom': '1', 'price': '2,605'}]",14.06km,"{'walking': '193', 'cycling': '58', 'transit': '53', 'driving': '21'}",3.8(90),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee']"
Wilcox Place,"727 Wilcox Ave, Los Angeles, California(CA) 90038","3,595","[{'bedroom': '2', 'price': '3,595'}, {'bedroom': '3', 'price': '3,895'}]",8.2km,"{'walking': '137', 'cycling': '42', 'transit': '71', 'driving': '25'}",4.7(89),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator', 'Pets allowed']"
726 Hudson Avenue,"726 N Hudson Ave, Los Angeles, California(CA) 90038","4,995","[{'bedroom': '3', 'price': '4,995'}]",8.24km,"{'walking': '139', 'cycling': '42', 'transit': '63', 'driving': '25'}",2.1(96),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With gym', 'Pets allowed']"
Madison Hancock Park,"627 N Rossmore Ave, Los Angeles, California(CA) 90004","2,249","[{'bedroom': '1', 'price': '2,249'}, {'bedroom': '2', 'price': '2,985'}]",7.85km,"{'walking': '131', 'cycling': '39', 'transit': '72', 'driving': '24'}",4.8(14),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With gym', 'Pets allowed']"
2300 Oak Street,"2300 Oak St, Santa Monica, California(CA) 90405",885,"[{'bedroom': 'Single', 'price': '885'}]",16.27km,"{'walking': '228', 'cycling': '67', 'transit': '55', 'driving': '21'}",4.0(28),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee', 'With furniture', '10 minutes walk to School', 'Exclusive check-in gift package in a foreign land']"
11635 Idaho Ave,"11635 Idaho Ave, Los Angeles, California(CA) 90025","1,550","[{'bedroom': '2', 'price': '1,550'}]",15.76km,"{'walking': '218', 'cycling': '64', 'transit': '56', 'driving': '21'}",3.1(68),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee']"
1913 Overland Ave #1,"1913 Overland Ave #1, Los Angeles, California(CA) 90025",885,"[{'bedroom': 'Single', 'price': '885'}, {'bedroom': '3', 'price': '1,410'}]",13.87km,"{'walking': '189', 'cycling': '58', 'transit': '88', 'driving': '21'}",2.5(18),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', '0 service fee', 'With balcony', 'Close to public transportation' , 'near supermarket', 'furnished']"
1607 S Bentley Ave,"1607 S Bentley Ave, Los Angeles, California(CA) 90025","1,825","[{'bedroom': '3', 'price': '1,825'}]",15.02km,"{'walking': '207', 'cycling': '61', 'transit': '54', 'driving': '24'}",2.3(5),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee']"
1648 Franklin St #D,"1648 Franklin St #D, Santa Monica, California(CA) 90404","3,350","[{'bedroom': '2', 'price': '3,350'}]",16.62km,"{'walking': '226', 'cycling': '68', 'transit': '49', 'driving': '22'}",5.0(18),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee']"
3202 Santa Monica Blvd #3,"3202 Santa Monica Blvd #3, Santa Monica, California(CA) 90404",885,"[{'bedroom': 'Single', 'price': '885'}]",17km,"{'walking': '232', 'cycling': '68', 'transit': '56', 'driving': '22'}",3.0(52),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee']"
11088 Ophir Drive,"11088 Ophir Drive, Los Angeles, California(CA) 90024","2,500","[{'bedroom': 'Single', 'price': '1,600'}, {'bedroom': '1', 'price': '2,500'}]",16.4km,"{'walking': '255', 'cycling': '66', 'transit': '89', 'driving': '22'}",3.0(1),"['With window view', 'Free service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee', 'Available for short-term rental', 'With interior Washing and drying', 'furnished']"
11510 Ohio Ave,"11510 Ohio Ave, Los Angeles, California(CA) 90025","1,565","[{'bedroom': 'Single', 'price': '1,565'}, {'bedroom': '2', 'price': '3,130'}]",15.93km,"{'walking': '220', 'cycling': '66', 'transit': '60', 'driving': '21'}",2.7(49),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee']"
6940 Sepulveda,"6940 SEPULVEDA BLVD, Los Angeles, California(CA) 91405","2,749","[{'bedroom': '2', 'price': '2,749'}]",25.58km,"{'walking': '443', 'cycling': '130', 'transit': '100', 'driving': '32'}",3.2(24),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', '0 service fee', 'With elevator', 'Collect parcels on behalf of others' ', 'With gym', 'Pets allowed']"
The Current,"707 E Ocean Blvd, Long Beach, California(CA) 90802","2,491","[{'bedroom': '1', 'price': '2,491'}, {'bedroom': 'Studio', 'price': '2,658'}, {'bedroom': '2', 'price': '3,117'}]",29.89km,"{'walking': '424', 'cycling': '127', 'transit': '137', 'driving': '36'}",3.3(5),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee', 'With gym']"
Hartsook,"10947 Hartsook Street, Los Angeles, California(CA) 91601","3,950","[{'bedroom': '2', 'price': '3,950'}]",17.56km,"{'walking': '306', 'cycling': '90', 'transit': '88', 'driving': '37'}",3.1(81),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee']"
Atrio,"1901 N Buena Vista St, Los Angeles, California(CA) 91504","2,910","[{'bedroom': '1', 'price': '2,910'}, {'bedroom': '2', 'price': '4,204'}, {'bedroom': '4', 'price': '5,100'}]",19.48km,"{'walking': '300', 'cycling': '83', 'transit': '105', 'driving': '27'}",2.3(38),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', '0 service fee', 'With elevator']"
Chelsea Santa Monica,"1318 2nd St, Santa Monica, California(CA) 90401","7,071","[{'bedroom': 'Studio', 'price': '3,221'}, {'bedroom': '2', 'price': '7,071'}]",19.9km,"{'walking': '280', 'cycling': '83', 'transit': '54', 'driving': '27'}",3.7(72),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee', 'Pets allowed']"
Lincoln Place Apartment Homes,"1050 Frederick Street, Los Angeles, California(CA) 90291","2,584","[{'bedroom': '1', 'price': '2,584'}, {'bedroom': '2', 'price': '2,999'}, {'bedroom': '3', 'price': '4,799'}]",16.36km,"{'walking': '230', 'cycling': '67', 'transit': '64', 'driving': '25'}",2.8(40),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', '0 service fee', 'With gym', 'Pets allowed' ']"
2600 Santa Monica Blvd,"2600 Santa Monica Blvd, Santa Monica, California(CA) 90404","2,695","[{'bedroom': '1', 'price': '2,695'}]",17.5km,"{'walking': '239', 'cycling': '71', 'transit': '49', 'driving': '22'}",4.6(53),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee']"
12028 Wilshire Blvd,"12028 Wilshire Blvd, Santa Monica, California(CA) 90025","1,875","[{'bedroom': 'Studio', 'price': '1,875'}]",17.12km,"{'walking': '235', 'cycling': '69', 'transit': '78', 'driving': '23'}",4.6(17),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', '0 service fee', 'With elevator', 'With furniture' , 'with indoor washing and drying']"
2644 Centinela Ave,"2644 Centinela Ave, Santa Monica, California(CA) 90405","2,550","[{'bedroom': '1', 'price': '2,550'}]",15.12km,"{'walking': '209', 'cycling': '62', 'transit': '49', 'driving': '17'}",2.8(92),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee']"
The Gershwin — Garfield,"5533 Hollywood Blvd, Los Angeles, California(CA) 90028","1,549","[{'bedroom': '1', 'price': '1,549'}, {'bedroom': '2', 'price': '2,125'}]",9.22km,"{'walking': '139', 'cycling': '42', 'transit': '44', 'driving': '23'}",3.9(46),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With gym', 'Pets allowed']"
The Gershwin — Brick Building,"5533 Hollywood Blvd, Los Angeles, California(CA) 90028","1,649","[{'bedroom': 'Studio', 'price': '1,249'}, {'bedroom': '1', 'price': '2,149'}]",9.22km,"{'walking': '139', 'cycling': '42', 'transit': '44', 'driving': '23'}",4.4(82),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With gym', 'Pets allowed']"
88 at Alhambra Place,"88 S. Garfield Alhambra, Pasadena, California(CA) 91801","2,925","[{'bedroom': '1', 'price': '2,925'}, {'bedroom': 'Studio', 'price': '2,939'}, {'bedroom': '2', 'price': '3,551'}]",16.73km,"{'walking': '240', 'cycling': '69', 'transit': '69', 'driving': '26'}",2.5(78),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', '0 service fee', 'With gym', 'Pets allowed' ']"
1441 Yale St,"1441 Yale St, Santa Monica, California(CA) 90404","1,440","[{'bedroom': 'Single', 'price': '1,440'}]",17.13km,"{'walking': '234', 'cycling': '70', 'transit': '50', 'driving': '22'}",2.8(32),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', '0 service fee', 'With furniture', 'Exclusive to a foreign land' Check-in gift package']"
